Id,Human Development Index HDI-2014,Gini coefficient 2005-2013,Adolescent birth rate 15-19 per 100k 20102015,Birth registration funder age 5 2005-2013,Carbon dioxide emissionsAverage annual growth,Carbon dioxide emissions per capita 2011 Tones,Change forest percentable 1900 to 2012,Change mobile usage 2009 2014,Consumer price index 2013,Domestic credit provided by financial sector 2013,Domestic food price level 2009 2014 index,Domestic food price level 2009-2014 volitility index,Electrification rate or population,Expected years of schooling - Years,Exports and imports percentage GPD 2013,Female Suicide Rate 100k people,Foreign direct investment net inflows percentage GDP 2013,Forest area percentage of total land area 2012,Fossil fuels percentage of total 2012,Fresh water withdrawals 2005,Gender Inequality Index 2014,General government final consumption expenditure - Annual growth 2005 2013,General government final consumption expenditure - Perce of GDP 2005-2013,Gross domestic product GDP 2013,Gross domestic product GDP percapta,Gross fixed capital formation of GDP 2005-2013,Gross national income GNI per capita - 2011  Dollars,Homeless people due to natural disaster 2005 2014 per million people,Homicide rate per 100k people 2008-2012,Infant Mortality 2013 per thousands,International inbound tourists thausands 2013,International student mobility of total tetiary enrolvemnt 2013,Internet users percentage of population 2014,Intimate or nonintimate partner violence ever experienced 2001-2011,Life expectancy at birth- years,MaleSuicide Rate 100k people,Maternal mortality ratio deaths per 100 live births 2013,Mean years of schooling - Years,Mobile phone subscriptions per 100 people 2014,Natural resource depletion,Net migration rate per 1k people 2010-2015,Physicians per 10k people,Population affected by natural desasters average annual per million people 2005-2014,Population living on degraded land Percentage 2010,Population with at least some secondary education percent 2005-2013,Pre-primary 2008-2014,Primary-2008-2014,Primary school dropout rate 2008-2014,Prison population per 100k people,Private capital flows percentage GDP 2013,Public expenditure on education Percentange GDP,Public health expenditure percentage of GDP 2013,Pupil-teacher ratio primary school pupils per teacher 2008-2014,Refugees by country of origin,Remittances inflows percentual GDP 2013,Renewable sources percentage of total 2012,Research and development expenditure  2005-2012,Secondary 2008-2014,Share of seats in parliament percentage held by womand 2014,Stock of immigrants percentage of population 2013,Taxes on income profit and capital gain 205 2013,Tertiary -2008-2014,Total tax revenue of GDP 2005-2013,Tuberculosis rate per thousands 2012,Under-five Mortality 2013 thousands
El Salvador,0.665784288,41.8,75.979,99,3.36647746,1.068523404,-26.20689653,17.7,107.7947771,72.07238585,4.28,3,93.7,12.25576,72.20301,5.7,0.8114219,13.42664093,47.87002441,8.06,0.426899131,6.022227966,11.95015479,47.64903589,7515.082656,15.1031984,7349.48103,286.5261297,41.2,13.5,1283,-1.3143,29.7,26.3,73,23.5,69,6.514523029,144.03,1.725271702,-7.1,15.96,9378.048515,6.279650781,39.81858,62.21295,110.24948,16.21072,422,-0.7016574,3.417490005,6.945801,24.47664,9.673,16.36944,51.9029622,0.03112,70.19834,27.3809524,0.656341013,23.03128299,25.45447,14.53287197,1,15.7
South Africa,0.665879394,65.02,50.862,85,1.009357537,9.257216472,0,64.04,117.1340801,190.2220839,3.04,6.2,85.4,13.55794,64.22334,1.1,2.217724,7.617736524,87.23932476,13.26666667,0.407089384,2.361045761,22.2363057,641.3763996,12105.55488,19.331039,12122.31676,16.87540397,31,32.8,9537,3.55069,49,25.19,57.4,5.5,140,9.943231583,149.68,4.82529223,-0.4,7.76,860.4925463,17.48040665,74.25865,75.8499,100.78714,23.01407,294,-2.477429,6.233610153,8.93251,28.68789,0.424,0.2651644,12.94767276,0.7616,110.76357,40.7488987,4.546066565,49.37560936,19.69685,26.49669012,59,43.9
Vietnam,0.66571735,35.62,29.041,95,3.593963868,1.971889173,57.91367078,32.1,138.0052744,108.2274216,4.113333333,5.433333333,99,11.9,163.6653,2.4,5.192835,45.42522656,71.04616896,9.26,0.307781334,7.260188172,6.15585579,459.7225447,5124.60352,23.8191014,5091.794902,948.1421376,3.3,19,7572,-2.21944,48.31,38.5,75.8,8,49,7.45,147.11,6.694987535,-0.4,11.59,20059.56247,8.006154137,64.99953,81.84697,104.91879,5.50217,145,-4.908688,6.303110123,5.952436,18.88349,314.059,6.345015,28.22798967,0.241756667,49.17067667,24.2971888,0.074487564,22.92032369,24.58324,16.78054625,20,23.8
Bolivia,0.661830764,46.64,71.879,76,3.191720188,1.561355792,-9.896010835,48.93,121.4134042,50.35264908,5.85,12.2,90.5,13.15285,81.38535,8.5,5.717472,52.23003785,72.74845158,0.36,0.444295565,9.290223037,13.86783083,63.32704099,5934.387978,19.1004564,5760.078771,1490.003312,12.1,31.2,798,-7.626553333,39.02,67.6,68.3,16.2,200,8.153532982,96.34,12.95478368,-2.4,4.73,25572.29337,2.02291192,53.13445,59.58199,90.94117,3.26918,140,-4.316528,6.436910152,6.065052,24.21916,0.602,3.925797,27.2515614,0.157,80.03225,51.8072289,1.446229103,9.64106556,37.6887,16.9648658,21,39.1
Kyrgyzstan,0.655273515,33.39,29.264,98,2.709606612,1.199591629,18.1339713,57.78,127.529306,13.96720102,3.906666667,5.366666667,100,12.51298,143.0854,4.5,10.48451,5.14911366,68.37992979,32.63,0.352807492,0.249108092,18.07639037,17.78688546,3109.867201,30.5462357,3044.232413,59.41036894,9.1,21.6,3076,1.88964,28.3,46.76666667,70.6,14.2,75,10.58696477,134.46,7.939410448,-6.3,19.64,38560.39882,9.701585918,95.62871,24.71067,105.85894,2.94636,181,-10.55098,6.79061985,6.671649,23.89988,2.345,31.5237,39.38075084,0.15633,88.192,23.3333333,4.091176859,19.10663807,47.63526,18.11668711,9.5,24.2
Iraq,0.653860839,29.54,68.667,99,1.813517167,4.208272413,3.332529726,42.31,114.3534281,-1.383889191,5.06,16.4,100,10.08247,66.68023,2.1,1.243637,1.89952109,97.49666739,12.87666667,0.538845062,2.168363854,21.3,483.6001123,14471.47332,16.6554711,14003.21961,8.444678147,8,28,892,-0.17986,11.3,27.43333333,69.4,1.2,67,6.38,94.91,19.48622244,2.7,6.07,230.9262198,4.538329361,39.03,6.51604,107.46769,5.357976667,110,1.278443,5.420013348,5.215143,16.95545,426.114,0.1254372,0.950543319,0.03378,53.13153,26.5243902,0.28366457,38.56999344,15.97636,29.91221769,2.9,34
Cape Verde,0.646240273,43.82,70.596,91,6.23088141,0.867122204,48.25259517,103.55,108.7509463,82.81140402,5.7,5.4,70.6,13.4652,87.24091,1.6,2.198833,21.2630273,71.43402406,18.35333333,0.373180782,2.12742013,18.52364207,3.098396304,6210.492955,35.9117327,6094.183166,0,10.3,21.9,503,-34.47352,40.26,16.1,73.3,9.1,53,4.683459,121.79,0.451101452,-6.9,2.95,4351.337417,10.92553271,81.27434667,76.12275,112.14191,8.59943,267,-1.438924,5.043610096,4.353161,22.56007,0.028,9.344444,39.55255722,0.07264,92.7378,20.8333333,2.981376917,23.25695735,22.84536,17.79918314,23,26
Micronesia,0.639590169,61.1,18.556,97.66666667,3.563738895,1.240959545,-9.724267931,52.3,114.1411681,-27.16467006,5.99,6.866666667,59.3,11.68109,91.67144667,3.033333333,0.5982712,91.68571429,56.87910385,15.68333333,0.514762596,7.537870334,14.49403165,0.340236431,3285.752942,21.38249687,3432.116962,0,4.6,29.8,42,-0.73402,22.73333333,39.36666667,69.1,9.5,96,9.72106955,79.09333333,0.060108591,-15.7,1.77,0,2.207067377,34.52199333,29.25317,97.77216,27.23477,80,-4.698771833,4.585523486,12.59384,35.39192667,175.3453333,6.971352,80.46735958,0.25341,83.21533,0,2.510888565,19.96425105,7.892426667,14.76540594,24,36.4
Guyana,0.635715749,49.99333333,88.484,88,0.088218435,2.253385461,3.88E-09,12.78,109.458413,53.71936454,3.38,6,79.5,10.29144,203.8294,22.1,6.706192,77.24155448,57.25897054,0.53,0.515278011,16.42515865,14.20481006,5.066308147,6335.9502,24.9210084,6521.655155,0,17,29.9,177,-16.8906,37.35,38.4,66.4,70.8,250,8.533,70.54,8.803390503,-8.2,2.14,52340.06751,20.38980809,54.48,66.1807,75.11209,7.81281,260,-7.040292,3.19404006,6.5,23.1645,0.802,10.97612,52.30872002,0.408276668,100.97646,31.3432836,1.847143556,30.12720924,12.91051,14.33495715,15,36.6
Nicaragua,0.631432134,45.73,100.796,85,1.131874987,0.829634356,-34.1160833,96.73,124.1246121,44.81240495,4.54,6.4,77.9,11.509,92.64564,4.9,7.508257,24.71331228,49.75543157,0.94,0.448547724,1.754094629,5.74763944,27.32424952,4493.766694,22.8696046,4456.540043,99.43780285,11.3,20,1229,-7.626553333,17.6,29.3,74.9,15.4,100,6,114.57,4.740461946,-4,3.74,10725.53086,13.86883968,38.88,54.96525,116.73573,51.59073,153,-7.876073,4.39413023,8.287618,30.21638,1.536,9.606767,50.33231749,0.453073333,68.90856,39.1304348,0.682216102,29.96093267,8.679773333,14.84988903,3.1,23.5
Morocco,0.627953662,40.88,35.819,94,4.443174996,1.763531559,2.020202009,62.76,104.1421665,115.5351215,5.67,4.9,100,11.56266,80.50816,1.2,3.236758,11.54156397,93.59757676,35.69,0.524865831,3.693131762,18.96891696,233.928969,6967.259246,30.1643807,6850.140706,0,2.2,26.1,1.00E+04,-7.67251,56.8,44.5,74,9.9,120,4.369,131.71,1.512303225,-2.7,6.2,737.4155284,39.14927252,25.32,62.17323,117.5122,10.74566,220,-3.021591,6.590469837,6.01455,25.66659,1.345,6.627489,4.109936685,0.7338,68.87696,10.9774436,0.153813528,26.18518282,16.15857,24.49246644,9.2,30.4
Namibia,0.627616308,61.32,54.912,78,1.986940832,1.251757065,-18.49349461,49.45,118.1839997,49.65443032,3.45,7.2,47.3,11.34352,104.0748,1.4,6.892199,8.674464648,65.96589372,9.64,0.400989233,8.941433858,27.58830406,21.36502706,9275.772989,25.6903197,9417.804268,0,17.2,35.2,1176,-32.68889,14.84,42.5,64.8,4.4,130,6.22,113.76,1.025335073,-0.3,3.74,63965.2647,28.47698286,33.85,15.92662,109.46251,15.53728,191,-3.024874,8.495189667,7.737475,29.77842,1.144,0.087541,21.02450996,0.14441,64.84946,37.6923077,2.233650195,32.61844535,9.3296,23.10697741,14,49.8
Guatemala,0.627208788,52.35,97.224,97,1.919736565,0.765486709,-25.34540859,-13.81,115.0207631,40.63234729,7.11,5.5,78.5,10.69,58.64054,4.3,2.50966,33.07764091,33.51479654,2.6,0.533192438,4.824675868,10.47874166,109.2446582,7062.530675,14.3017511,6929.192667,433.3287651,39.9,25.8,1331,-14.14841,23.4,27.6,71.8,13.7,140,5.599730015,106.63,3.602504313,-1,9.32,50203.68972,9.108649332,22.55391,59.3693,107.90756,33.27227,105,-3.17366,2.845129967,6.51574,25.54245,6.622,9.983221,66.19495876,0.0481,65.28378,13.2911392,0.47041017,29.42928658,18.73648,10.83596051,2.1,31
Tajikistan,0.624455505,30.77,42.812,88,2.709606612,0.356149254,0.490196076,44.58,124.9484784,19.00500471,3.906666667,5.366666667,100,11.24404,87.51061,2.8,1.267174,2.929408402,42.90388492,51.07,0.357262848,1.131586502,11.74017642,19.95865398,2431.659069,14.0998956,2517.402532,31.97122056,1.6,40.9,208,-4.15184,17.49,58.3,69.4,5.7,44,10.35582,95.13,1.324226258,-2.5,18.99,38571.51318,10.47769525,93.22,8.80492,96.20371,2.01199,130,-1.035506,4.018030167,6.751992,22.3589,0.685,47.49755,57.54488538,0.12148,87.00344,15.2173913,3.359412483,17.54118711,22.47026,15.55956919,7.6,47.7
India,0.608692727,33.60168037,32.799,84,5.21342449,1.698672693,7.483695382,68.82,131.9747419,77.08277652,4.68,8.4,78.7,11.69659,53.2837,16.4,1.501382,23.11456718,72.30027842,33.88,0.56286706,3.830083581,11.81270115,6558.732756,5238.020406,28.2791162,5497.498571,743.0699732,3.5,41.4,6968,-0.56166,18,35.4,68,25.8,190,5.39,74.48,3.616795599,-0.4,7.02,11985.8409,9.612465639,42.08,58.13414,112.59532,29.39690333,30,-1.771424,3.791949987,3.967993,35.15463,11.155,3.731471,27.6368149,0.80602,68.50978,12.2137405,0.426349108,44.83908856,24.80476,10.65541396,22,52.7
Honduras,0.606054608,57.4,83.964,94,2.413885595,1.081709663,-39.13470993,-16.75,118.1071672,57.31178467,4.76,4.8,82.2,11.10111,117.4823,2.8,5.762953,44.25775315,51.58722423,6.426666667,0.479580167,4.050624648,16.58802273,35.99641807,4445.271054,24.4716857,3937.700893,141.0467329,90.4,18.9,863,-0.92912,19.08,50.13333333,73.1,8.3,120,5.482227802,93.52,2.819220304,-1.2,3.72,23855.87958,15.04037624,26.99125,40.98752,105.48541,30.34513,153,-10.99838,4.554250002,8.582866,33.87645,3.338,16.90565,48.76114608,0.169443333,70.97212,25.78125,0.339640154,21.61801215,21.13533,14.71914187,2.9,22.2
Bhutan,0.605184588,38.73,40.929,100,14.18964911,0.769164648,32.09328635,70.6,129.194415,50.22668144,5.07,6.4,75.6,12.62022,103.7201,11.2,2.794894,85.80423433,71.43402406,0.43,0.457433789,-6.568469695,17.50752074,5.403693318,7167.205809,47.2760543,7175.502908,0,1.7,29.7,116,-29.90453,34.37,26.2,69.5,23.1,120,3.01,82.07,16.6276226,2.7,2.59,2820.948373,0.054156879,34.36573,13.79496,106.6076,21.14169,135,-6.923816,5.47713995,3.592283,23.9859,26.708,0.6626924,59.46381334,0.187246667,77.70045,8.3333333,6.746097537,15.91263971,9.42831,9.235527025,14,36.2
East Timor,0.594761079,30.41,52.205,55,3.563738895,0.16364808,-25.50724638,78.14,141.0501651,-53.63532133,5.99,6.866666667,41.6,11.67155,136.6929,5.8,1.580266,48.39273705,56.87910385,15.68333333,0.491649247,3.64640884,85.7480315,2.343569932,2039.735075,55.7480315,5362.516358,0,3.6,46.2,58,-3.96569,1.14,39.2,68.2,10.2,270,4.424304,58.74,17.62410482,-13.3,0.73,950.7456043,2.207067377,34.52199333,9.81238,124.95144,16.44086,25,178.604,9.418680191,1.27311,31.35481,0.011,9.43778,80.46735958,0.193126667,56.61771,38.4615385,1.0212035,19.6298133,17.73506,14.76540594,74,54.6
Syria,0.593720561,35.78,41.601,96,3.020273732,2.625979411,35.32550554,48.89,143.1999795,36.20296774,5.99,6.866666667,96.3,12.27013,76.47648,0.2,3.073775,2.739203834,98.67937811,84.17,0.532923592,23.56057886,12.30532266,66.11593559,3367.560709,20.4247542,2728.221373,0,2.2,11.9,5070,-7.005166667,28.09,38.16666667,69.6,0.7,49,6.25,70.95,7.35747873,-13.7,15,6279.503765,33.29269157,34.0703,5.52093,74.22533,6.83629,58,-3.880428167,4.871970177,3.272049,31.78702,3017.498,2.550284,1.445403051,0.310746667,47.72703,12.4,6.366897051,30.19284957,28.35303,14.19468279,2.1,14.6
Vanuatu,0.593871205,36.75,44.811,43,0.727965912,0.591505431,-8.31E-09,5.9,103.7165923,68.70545066,4.113333333,5.433333333,27.1,10.60407,99.12009,4.566666667,3.980442,36.09515997,63.67490929,6.426666667,0.407348213,2.220450922,16.26320858,0.731742177,2894.973461,25.2404258,2802.654751,0,2.9,14.6,110,-7.626553333,18.8,48,71.9,13.86666667,86,6.793013333,60.41,0,0,1.16,28825.7105,12.64982295,57.06076,61.21406,122.49356,28.54799,76,-1.953825,5.012869835,3.852452,21.66442,0.001,2.862722,53.54469329,0.243893333,59.5327,0,1.229610346,22.08003591,4.74393,15.98577738,7.9,16.9
Republic of the Congo,0.590621541,40.17,126.725,91,0.700517733,0.53199527,-1.492983892,52.3,111.5508198,-7.23598008,6.29,18.8,41.6,11.11138,142.6044,4.6,14.47052,65.55490483,48.85030174,15.68333333,0.593448451,-11.80753795,13.55084741,25.26357264,5680.229983,30.7338714,6011.708112,518.5140375,12.5,35.6,297,-20.85482,37.26666667,26.2,62.3,14.7,410,6.09,112.9133333,54.43534694,-2.1,0.95,1462.999702,0.104746831,43.24,13.77249,109.41581,29.70908,31,-31.41206,6.220789909,4.120718,44.442,11.674,0.1764722,51.00979841,0.239776667,53.66317,11.5384615,9.701117359,4.134581355,9.63021,5.946111597,42,49.1
Kiribati,0.590236957,39.27333333,16.607,94,0.727844712,0.628100756,0,69.22,114.1411681,54.02913216,5.99,6.866666667,59.3,12.31989,121.0286,3.033333333,5.326972,15,56.87910385,15.68333333,0.491649247,1.43226809,16.44027187,0.183852809,1796.297146,22.02384567,2433.506834,87.53880029,8.2,45.1,5.9,-3.96569,12.25,73,66,9.5,130,7.812116,17.41,0.099094197,-2,3.76,314.1098128,2.207067377,34.52199333,70.87393,116.40742,21.09494,114,4.024714,4.585523486,10.07615,24.9969,0.02,7.295666,80.46735958,0.25341,86.39517,8.6956522,2.558841633,8.746804414,7.892426667,16.05420584,17,58.2
Equatorial Guinea,0.586560861,28.84666667,112.64,54,14.89952662,9.341683473,-13.84946237,124.67,120.7325114,-3.508070735,3.266666667,6.333333333,66,8.965,156.8326,8.6,12.28454,57.12655972,73.07550391,4.716666667,0.207105109,9.849620268,6.65328141,24.74304976,32685.06231,58.4011579,21055.95536,0,19.3,69.3,0,-5.788993333,18.86,31.33333333,57.6,24.1,290,5.48047996,66.39,67.61233686,5.3,3.02,0,6.046997951,96.09471667,72.80917,90.72975,27.93064,95,-2.0312055,5.336736679,3.470018,26.1669,0.186,2.246950267,9.715992285,1.04235,28.19426,19.6531792,1.339605344,35.73133082,54.19515,20.48102082,0,95.8
Zambia,0.585509863,57.49,125.402,14,-4.392004573,0.223509065,-6.94166667,95.98,121.3427317,27.46845264,10.1,3.2,22.1,13.5,81.60101,10.8,6.751832,66.09558913,8.756977521,6.426666667,0.586813869,13.39537801,2.80376004,55.24015056,3799.540436,25.8951521,3734.033348,153.6662549,10.7,55.8,915,-7.626553333,17.34,51.9,60.1,20.8,280,6.6,67.34,10.52368132,-0.6,0.66,26183.18936,4.629743815,34.97,75.82901,108.38649,44.51099,119,-6.413882,1.345360041,5.03094,47.94526,0.233,0.2012622,91.82536742,0.34033,68.21775333,12.6582278,0.680304348,47.9663724,13.03573,15.96311448,28,87.4
Ghana,0.579090287,42.76,58.396,63,0.923798572,0.40613603,-36.77228787,80.04,132.464651,34.7538381,5.4,18.3,64.1,11.50262,89.39861,2.2,6.703779,20.69614134,37.37390732,15.68333333,0.553734019,-7.900932897,16.62609154,100.0961642,3864.030789,22.6699455,3852.00413,0,6.1,52.3,931,0.54986,18.9,44.5,61.4,4.2,380,6.999,114.82,12.64642906,-0.8,0.96,3055.141795,1.430711126,54.32,116.90665,106.85298,16.28634,54,-8.071126,8.14097023,5.390447,30.07899,22.455,0.2478259,63.12336837,0.37655,67.13346,10.9090909,1.385194242,24.68342499,12.19913,14.86587011,6.9,78.4
Laos,0.575044891,36.22,65.036,75,-0.463993631,0.184437676,-9.930691922,29.82,119.295099,26.49260509,8.62,3.6,70,10.57806,83.36621,6.6,3.795123,67.56759099,63.67490929,1.05,0.407348213,33.88295567,14.4641119,31.59661801,4667.340059,29.1730311,4680.085598,0,5.9,53.8,2510,-3.40501,14.26,50.13333333,66.2,11.2,146,5.00032,66.99,8.31248498,-2.2,1.82,22280.10687,4.108453348,29.79,26.05863,121.24935,26.66258,69,-3.855084,2.773869991,1.978438,25.59771,7.705,0.5303616,71.62274955,0.169443333,50.49361,25,0.32203662,17.59639794,17.69779,14.83200194,11,71.4
Bangladesh,0.570099974,32.12,80.589,31,2.709606612,0.373339091,-3.828647952,121.01,126.4430232,57.92235066,7.99,4.5,59.6,9.97506,46.2964,8.7,1.001162,11.03787355,71.52585831,2.92,0.503392283,5.791087496,5.11613254,446.8355404,2853.44774,28.3896166,3191.497765,76.21777786,2.7,33.2,148,-1.12232,9.6,53.3,71.6,6.8,170,5.073080011,75.92,2.838001013,-2.6,3.56,28112.32529,11.27111715,37.75,25.557,114.20236,33.79904,42,-0.9042976,2.233839989,3.727478,40.21148,10.018,9.238673,28.47414169,0.243893333,53.64889,20,0.891800082,22.35815274,13.22793,8.685927392,45,41.1
Cambodia,0.554758321,31.82,44.327,62,1.989708373,0.307803949,-23.98640297,250.02,111.7668232,40.25442042,7.78,4.7,31.1,10.90489,139.5158,6.5,8.826509,55.73985951,26.22423718,0.46,0.477496077,21.28453032,5.21854105,44.55074331,2943.524668,18.0696085,2948.933581,0,6.5,32.5,4210,-2.70832,9,22.3,68.4,12.6,170,4.36901,155.11,2.483183622,-2.3,2.27,28827.9988,39.31071064,15.48256,15.30978,124.50512,35.7704,106,-8.399649,2.603879929,7.518833,46.92711,13.63,1.154627,71.12475599,0.243893333,45.00671,19.0217391,0.49927424,13.82354061,15.83411,11.59307499,63,37.9
SÌ£o TomÌ© and PrÌ_ncipe,0.555003909,33.87,65.127,75,3.421450843,0.560528887,0,39.18,132.4011368,28.80835553,9.12,50.5,60.5,11.29208,58.27048,3.033333333,3.41,28.125,56.87910385,15.68333333,0.491649247,1.43226809,13.5154438,0.555001638,2875.760456,41.7064475,2918.228611,0,3.3,36.7,12,-3.96569,24.41,44.4,66.5,9.5,210,4.658307,64.94,2.269073725,-1.6,4.91,0,2.207067377,34.52199333,44.87785,116.5889,33.86937,128,-1.421888,9.479419708,6.898551,31.37579,0.02,8.533107,80.46735958,0.25341,80.35296,18.1818182,3.287684009,12.81511846,7.67237,14.01509623,16,51
Kenya,0.548409285,47.68,93.608,60,0.529624268,0.322830855,-7.092772379,51.86,131.8464844,42.8266299,5.84,6,23,10.98451,50.89603,8.4,0.931135,6.052992234,19.71031282,7.01,0.552202337,1.115190809,14.04606422,119.9910701,2705.323218,20.4140088,2761.602872,12.34847105,6.4,47.5,1434,-14.14841,43.4,45.1,61.6,24.4,400,6.27,73.84,3.289930016,-0.2,1.81,46271.4498,31.0001229,28.56635,59.99963,114.35609,22.36874,121,-0.4548725,6.638899803,4.476563,56.5747,8.635,2.410966,80.29181812,0.976170003,66.98844,20.8133971,2.154165704,40.89231168,4.04812,15.90217703,22,70.7
Nepal,0.547536525,32.82,73.684,42,6.98723985,0.159608758,-24.70163116,291.15,130.417729,69.1040529,9.5,10.2,76.3,12.35305,48.21336,20,0.3816179,25.3644925,12.54302393,4.52,0.488570141,-6.861139856,9.93664937,60.39804748,2172.790392,22.5772948,2311.257043,315.7054001,2.9,32.2,798,-7.59779,15.44,26,69.6,30.1,190,3.31,82.49,4.167696791,-2.9,2.09,8366.002137,2.320809332,27.38,86.51729,132.74815,39.63986,48,-4.870410167,4.716989994,5.997744,23.93286,8.12,28.77282,86.88591562,0.3022,66.99193,29.480737,3.494013859,18.74450907,14.49029,15.3353641,20,39.7
Pakistan,0.538381762,29.63,27.262,34,2.660765388,0.927832445,-36.64424217,32.21,132.195293,48.9753446,7.14,13.2,93.6,7.78876,33.14771,9.6,0.5626665,2.07684724,60.89336378,74.35,0.535854151,10.17265964,10.96205949,811.2767432,4454.074829,12.969225,4866.183604,2919.636281,7.7,69,966,-5.31572,13.8,50.03333333,66.2,9.1,170,4.733353615,73.33,3.072322927,-1.8,8.27,29013.6336,4.465127462,33.24783,82.13443,92.12395,37.80587,39,-0.4744131,2.487930059,2.754422,42.54875,32.782,6.296527,39.10663622,0.32902,38.31741,19.6721311,2.240423786,27.8547536,9.81827,11.13240441,34,85.5
Myanmar,0.535560678,38.39666667,12.058,72,0.517299165,0.199423053,-20.5320978,52.3,112.4495606,24.55153025,8.49,8.1,52.4,8.627,90.85149667,10.3,2.494965633,47.68755071,21.31422761,18.35333333,0.413401109,-1.298503885,16.29296735,54.61125963,5299.882323,20.2079507,4607.674937,14.25672162,15.2,39.8,2044,-1.02726,2.1,31.8,65.9,16.5,200,4.09,49.47,4.866174611,-0.4,6.12,6405.748196,19.21348921,19.19,9.14261,114.16489,25.20767,120,-3.832627467,0.786059976,1.770139,28.2163,223.676,9.870181967,78.68576527,0.232196667,50.20602,4.7244094,0.193614159,25.21872186,13.37805,12.66695574,48,50.5
Angola,0.531591422,42.66,170.156,36,2.913788453,1.47221569,-4.502755174,48.15,136.1297275,18.87132707,7.22,13.7,37,11.39,96.49377,7.3,-5.733708,46.70762814,39.27903427,0.48,0.407348213,-2.67568507,19.91099645,160.7797281,7488.01176,14.6906262,6821.686568,520.1013937,10,101.6,650,-7.626553333,21.26,32.1,52.3,20.7,460,4.726362,63.48,31.02874506,0.6,1.66,13473.11339,3.291979319,48.54534,86.5487,140.45371,68.12715,105,10.68158,3.476439953,3.798967,42.54306,10.321,3.90E-05,60.7209731,0.325656667,31.51639,36.8181818,0.407216634,31.91897795,7.49504,18.83667616,42,167.4
Swaziland,0.53063315,51.49,71.986,50,0.163463757,0.865201677,21.14406778,27.75,122.0863163,18.43381198,3.38,6,42,11.33191,114.633,4.1,0.6383359,33.24418605,57.25897054,4.656666667,0.557224829,5.504525321,19.88586719,8.085460388,6470.88419,9.5999528,5542.26692,21.96133471,33.8,55.9,968,-32.8286,27.1,46.76666667,49,8.6,310,7.122,72.32,1.780880094,-1,1.7,35652.11523,5.157378966,23.81,25.37502,114.36337,32.69063,284,-0.25405,7.829539776,8.437423,29.05959,0.109,0.7913406,74.56075452,0.29086,60.6871,14.7368421,2.042714207,17.54118711,5.33022,15.55956919,63,80
Tanzania,0.521214356,37.82,122.709,16,0.623021342,0.157503158,-21.38522713,56.81,141.0115842,24.34846367,11.54,4.8,15.3,9.1705,49.4875,18.3,4.289878,36.82682321,10.69052699,5.75,0.546911368,36.18071278,19.0273852,82.16306377,1718.117813,32.0798589,2411.472161,67.90537459,12.7,36.4,1063,-9.25072,4.86,45.4,65,31.6,410,5.12,62.77,3.239913106,-0.6,0.08,11026.16497,24.99486467,7.54,32.9479,89.51817,33.3469,78,-5.655624,6.181200027,7.311431,43.44315,1.039,0.1361247,89.30947301,0.51616,32.96778,36,0.635041926,21.88066625,3.91904,16.05165646,13,51.8
Nigeria,0.514024001,42.95,119.594,30,1.084507968,0.536115274,-52.29314145,62.31,134.9246423,22.2567252,6.33,4,55.6,8.98858,31.02589,2.9,1.074926,9.027306565,17.39586957,4.58,0.373180782,1.38667721,8.08360654,941.4627755,5422.693343,14.4711796,5341.109794,8.535962417,20,74.3,600,-4.794803333,42.68,29.5,52.8,10.3,560,5.94666,77.84,8.144690725,-0.4,4.08,5666.521511,11.50578828,81.27434667,13.39122,84.80488,20.66159,32,-4.454323,6.246693373,3.875997,37.55319,32.223,4.45664,82.60413043,0.21896,43.82914,6.6098081,0.710531664,28.31914483,10.40504,1.556757245,16,117.4
Cameroon,0.511806528,40.72,115.839,61,3.424371511,0.267620307,-19.90458957,90.1,108.0299558,15.48292559,7.81,10,53.7,10.39801,49.56677,3.4,1.100699,41.20073618,26.79627116,15.68333333,0.587308664,6.467017797,11.57348299,60.96124783,2739.343945,19.4014388,2803.413068,233.4110594,7.6,60.8,912,-8.03372,11,51.1,55.5,10.9,590,5.96,75.69,5.124285609,-0.5,0.77,606.852096,15.33127804,28.01,29.79492,110.61503,30.24518,119,-2.147529,2.965329885,5.106277,45.56349,11.468,0.8254304,73.20374372,0.25341,50.37787,27.1428571,1.311191415,19.96425105,11.90675,14.76540594,29,94.5
Madagascar,0.509865579,40.63,122.842,83,-0.861782065,0.112992456,-9.191148106,24.66,123.2287449,15.63603556,7.07,3.5,15.4,10.34581,73.05434,6.9,7.891204,21.38038313,63.67490929,6.426666667,0.407348213,-14.317702,8.62116616,31.37569412,1368.632412,15.7045592,1328.268516,1205.52118,11.1,39.6,196,-2.60571,3.7,46.43333333,65.1,15.2,440,6.046865,38.22,3.655378938,0,1.61,22637.69907,0.010311891,32.38889333,12.35875,145.24809,62.0302,87,-16.34995037,2.742980003,4.233579,39.76644,0.295,0.2176552,71.62274955,0.10567,38.39093,20.5298013,0.149676,21.180726,4.08571,10.09643429,46,56
